"URI","rdf-schema#label","alias","almaMater_label","almaMater","award_label","award","birthDate","birthPlace_label","birthPlace","birthYear","country_label","country","deathDate","deathPlace_label","deathPlace","deathYear","depictionDescription","field_label","field","imdbId","influenced_label","influenced","influencedBy_label","influencedBy","institution_label","institution","lccnId","nationality_label","nationality","viafId","description","22-rdf-syntax-ns#type_label","22-rdf-syntax-ns#type","rdf-schema#seeAlso_label","rdf-schema#seeAlso","owl#differentFrom_label","owl#differentFrom"
"URI","http://www.w3.org/2000/01/rdf-schema#label","http://dbpedia.org/ontology/alias","http://dbpedia.org/ontology/almaMater","http://dbpedia.org/ontology/almaMater","http://dbpedia.org/ontology/award","http://dbpedia.org/ontology/award","http://dbpedia.org/ontology/birthDate","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/ontology/birthPlace","http://dbpedia.org/ontology/birthYear","http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/country","http://dbpedia.org/ontology/deathDate","http://dbpedia.org/ontology/deathPlace","http://dbpedia.org/ontology/deathPlace","http://dbpedia.org/ontology/deathYear","http://dbpedia.org/ontology/depictionDescription","http://dbpedia.org/ontology/field","http://dbpedia.org/ontology/field","http://dbpedia.org/ontology/imdbId","http://dbpedia.org/ontology/influenced","http://dbpedia.org/ontology/influenced","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/ontology/institution","http://dbpedia.org/ontology/institution","http://dbpedia.org/ontology/lccnId","http://dbpedia.org/ontology/nationality","http://dbpedia.org/ontology/nationality","http://dbpedia.org/ontology/viafId","http://purl.org/dc/elements/1.1/description","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2000/01/rdf-schema#seeAlso","http://www.w3.org/2000/01/rdf-schema#seeAlso","http://www.w3.org/2002/07/owl#differentFrom","http://www.w3.org/2002/07/owl#differentFrom"
"URI","XMLSchema#string","22-rdf-syntax-ns#langString","XMLSchema#string","EducationalInstitution","XMLSchema#string","Award","XMLSchema#date","XMLSchema#string","Place","XMLSchema#gYear","XMLSchema#string","Country","XMLSchema#date","XMLSchema#string","Place","XMLSchema#gYear","22-rdf-syntax-ns#langString","XMLSchema#string","owl#Thing","XMLSchema#string","XMLSchema#string","owl#Thing","XMLSchema#string","owl#Thing","XMLSchema#string","Organisation","XMLSchema#string","XMLSchema#string","Country","XMLSchema#string","XMLSchema#string","XMLSchema#string","owl#Thing","XMLSchema#string","owl#Thing","XMLSchema#string","owl#Thing"
"http://www.w3.org/2002/07/owl#Thing","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/1999/02/22-rdf-syntax-ns#langString","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/EducationalInstitution","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Award","http://www.w3.org/2001/XMLSchema#date","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Place","http://www.w3.org/2001/XMLSchema#gYear","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Country","http://www.w3.org/2001/XMLSchema#date","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Place","http://www.w3.org/2001/XMLSchema#gYear","http://www.w3.org/1999/02/22-rdf-syntax-ns#langString","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2002/07/owl#Thing","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2002/07/owl#Thing","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2002/07/owl#Thing","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Organisation","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2001/XMLSchema#string","http://dbpedia.org/ontology/Country","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2002/07/owl#Thing","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2002/07/owl#Thing","http://www.w3.org/2001/XMLSchema#string","http://www.w3.org/2002/07/owl#Thing"
"http://dbpedia.org/resource/A._D._Roy","A. D. Roy","NULL","University of Cambridge","http://dbpedia.org/resource/University_of_Cambridge","NULL","NULL","1920-06-28","NULL","NULL","1920","NULL","NULL","2003-03-12","London","http://dbpedia.org/resource/London","2003","NULL","Economics","http://dbpedia.org/resource/Economics","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","British economist","{owl#Thing|person|economist|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q188094}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Economist|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q188094}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/A._K._Shiva_Kumar","A. K. Shiva Kumar","NULL","{Indian Institute of Management Ahmedabad|Bangalore University|St. Joseph's College Bangalore|Harvard University}","{http://dbpedia.org/resource/Indian_Institute_of_Management_Ahmedabad|http://dbpedia.org/resource/Bangalore_University|http://dbpedia.org/resource/St._Joseph's_College,_Bangalore|http://dbpedia.org/resource/Harvard_University}","NULL","NULL","1956-06-29","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","A. K. Shiva Kumar being interviewed","Development economics","http://dbpedia.org/resource/Development_economics","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|economist|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q188094}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Economist|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q188094}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Aaron_Director","Aaron Director","NULL","{Yale University|Lincoln High School (Portland Oregon)}","{http://dbpedia.org/resource/Yale_University|http://dbpedia.org/resource/Lincoln_High_School_(Portland,_Oregon)}","NULL","NULL","1901-09-21","{Staryi Chortoryisk|Volhynian Governorate|Russian Empire}","{http://dbpedia.org/resource/Staryi_Chortoryisk|http://dbpedia.org/resource/Volhynian_Governorate|http://dbpedia.org/resource/Russian_Empire}","NULL","NULL","NULL","2004-09-11","{California|Los Altos Hills California}","{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Los_Altos_Hills,_California}","NULL","NULL","Law and economics","http://dbpedia.org/resource/Law_and_economics","NULL","{Robert Bork|Antonin Scalia|Harold Demsetz|William Rehnquist|Richard Posner}","{http://dbpedia.org/resource/Robert_Bork|http://dbpedia.org/resource/Antonin_Scalia|http://dbpedia.org/resource/Harold_Demsetz|http://dbpedia.org/resource/William_Rehnquist|http://dbpedia.org/resource/Richard_Posner}","{Milton Friedman|Ronald Coase}","{http://dbpedia.org/resource/Milton_Friedman|http://dbpedia.org/resource/Ronald_Coase}","{Hoover Institution|University of Chicago Law School}","{http://dbpedia.org/resource/Hoover_Institution|http://dbpedia.org/resource/University_of_Chicago_Law_School}","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|economist|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q188094}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Economist|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q188094}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Aaron_Edlin","Aaron Edlin","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1967","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Competition law","http://dbpedia.org/resource/Competition_law","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Economist","{owl#Thing|person|economist|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q188094}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Economist|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q188094}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Abba_P._Lerner","Abba P. Lerner","NULL","London School of Economics","http://dbpedia.org/resource/London_School_of_Economics","NULL","NULL","1903-10-28","{Russian Empire|Bessarabia}","{http://dbpedia.org/resource/Russian_Empire|http://dbpedia.org/resource/Bessarabia}","NULL","NULL","NULL","1982-10-27","Tallahassee Florida","http://dbpedia.org/resource/Tallahassee,_Florida","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Friedrich Hayek|John Maynard Keynes|Paul Samuelson|Oskar R. Lange}","{http://dbpedia.org/resource/Friedrich_Hayek|http://dbpedia.org/resource/John_Maynard_Keynes|http://dbpedia.org/resource/Paul_Samuelson|http://dbpedia.org/resource/Oskar_R._Lange}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|economist|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q188094}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Economist|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q188094}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Abhijit_Banerjee","Abhijit Banerjee","NULL","{Presidency University Kolkata|Jawaharlal Nehru University Delhi|Harvard University}","{http://dbpedia.org/resource/Presidency_University,_Kolkata|http://dbpedia.org/resource/Jawaharlal_Nehru_University,_Delhi|http://dbpedia.org/resource/Harvard_University}","NULL","NULL","NULL","{India|Kolkata}","{http://dbpedia.org/resource/India|http://dbpedia.org/resource/Kolkata}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Banerjee at the 2011 FT Goldman Sachs Business Book of the Year Award","Development economics","http://dbpedia.org/resource/Development_economics","NULL","Esther Duflo","http://dbpedia.org/resource/Esther_Duflo","Esther Duflo","http://dbpedia.org/resource/Esther_Duflo","Massachusetts Institute of Technology","http://dbpedia.org/resource/Massachusetts_Institute_of_Technology","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|economist|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q188094}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Economist|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q188094}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Abhiroop_Mukhopadhyay","Abhiroop Mukhopadhyay","NULL","{Pennsylvania State University|Delhi School of Economics}","{http://dbpedia.org/resource/Pennsylvania_State_University|http://dbpedia.org/resource/Delhi_School_of_Economics}","NULL","NULL","1974-05-25","NULL","NULL","1974","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Indian Statistical Institute","http://dbpedia.org/resource/Indian_Statistical_Institute","NULL","India","http://dbpedia.org/resource/India","NULL","Indian statistician","{owl#Thing|person|economist|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q188094}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Economist|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q188094}","NULL","NULL","NULL","NULL"
